f [m],focus shift [um]
-1000.0,0.017000169993952596
-999.7999799979998,0.017000169993952596
-999.5999599959996,0.017000169993952596
-999.3999399939994,0.017000169993952596
-999.1999199919992,0.017000169993952596
-998.999899989999,0.017000169993952596
-998.7998799879988,0.017000169993952596
-998.5998599859986,0.017000169993952596
-998.3998399839984,0.017000169993952596
-998.1998199819982,0.017000169993952596
-997.999799979998,0.017000169993952596
-997.7997799779978,0.017000169993952596
-997.5997599759976,0.017000169993952596
-997.3997399739974,0.017000169993952596
-997.1997199719972,0.017000169993952596
-996.999699969997,0.017000169993952596
-996.7996799679968,0.017000169993952596
-996.5996599659966,0.017000169993952596
-996.3996399639964,0.017000169993952596
-996.1996199619962,0.017000169993952596
-995.999599959996,0.017000169993952596
-995.7995799579958,0.017000169993952596
-995.5995599559956,0.017000169993952596
-995.3995399539954,0.017000169993952596
-995.1995199519952,0.017000169993952596
-994.999499949995,0.017000169993952596
-994.7994799479948,0.017000169993952596
-994.5994599459946,0.017000169993952596
-994.3994399439944,0.017000169993952596
-994.1994199419942,0.017000169993952596
-993.999399939994,0.017000169993952596
-993.7993799379938,0.017000169993952596
-993.5993599359936,0.017000169993952596
-993.3993399339934,0.017000169993952596
-993.1993199319932,0.017000169993952596
-992.999299929993,0.017000169993952596
-992.7992799279928,0.017000169993952596
-992.5992599259926,0.017000169993952596
-992.3992399239924,0.017000169993952596
-992.1992199219922,0.017000169993952596
-991.999199919992,0.017000169993952596
-991.7991799179918,0.017000169993952596
-991.5991599159915,0.017000169993952596
-991.3991399139913,0.017000169993952596
-991.1991199119911,0.017000169993952596
-990.999099909991,0.017000169993952596
-990.7990799079907,0.017000169993952596
-990.5990599059905,0.017000169993952596
-990.3990399039903,0.017000169993952596
-990.1990199019903,0.017000169993952596
-989.99899989999,0.017000169993952596
-989.7989798979899,0.017000169993952596
-989.5989598959897,0.017000169993952596
-989.3989398939894,0.017000169993952596
-989.1989198919892,0.017000169993952596
-988.998899889989,0.017000169993952596
-988.7988798879888,0.017000169993952596
-988.5988598859886,0.017000169993952596
-988.3988398839884,0.017000169993952596
-988.1988198819882,0.017000169993952596
-987.998799879988,0.017000169993952596
-987.7987798779878,0.017000169993952596
-987.5987598759876,0.017000169993952596
-987.3987398739874,0.017000169993952596
-987.1987198719872,0.017000169993952596
-986.998699869987,0.017000169993952596
-986.7986798679868,0.017000169993952596
-986.5986598659866,0.017000169993952596
-986.3986398639864,0.017000169993952596
-986.1986198619862,0.017000169993952596
-985.998599859986,0.017000169993952596
-985.7985798579858,0.017000169993952596
-985.5985598559856,0.017000169993952596
-985.3985398539854,0.017000169993952596
-985.1985198519852,0.017000169993952596
-984.998499849985,0.017000169993952596
-984.7984798479848,0.017000169993952596
-984.5984598459846,0.017000169993952596
-984.3984398439844,0.017000169993952596
-984.1984198419842,0.017000169993952596
-983.998399839984,0.017000169993952596
-983.7983798379838,0.017000169993952596
-983.5983598359836,0.017000169993952596
-983.3983398339834,0.017000169993952596
-983.1983198319832,0.017000169993952596
-982.998299829983,0.017000169993952596
-982.7982798279828,0.017000169993952596
-982.5982598259826,0.017000169993952596
-982.3982398239824,0.017000169993952596
-982.1982198219822,0.017000169993952596
-981.998199819982,0.017000169993952596
-981.7981798179818,0.017000169993952596
-981.5981598159816,0.017000169993952596
-981.3981398139814,0.017000169993952596
-981.1981198119812,0.017000169993952596
-980.998099809981,0.017000169993952596
-980.7980798079808,0.017000169993952596
-980.5980598059806,0.017000169993952596
-980.3980398039804,0.017000169993952596
-980.1980198019802,0.017000169993952596
-979.99799979998,0.017000169993952596
-979.7979797979798,0.017000169993952596
-979.5979597959796,0.017000169993952596
-979.3979397939794,0.017000169993952596
-979.1979197919792,0.017000169993952596
-978.997899789979,0.017000169993952596
-978.7978797879788,0.017000169993952596
-978.5978597859786,0.017000169993952596
-978.3978397839784,0.017000169993952596
-978.1978197819782,0.017000169993952596
-977.997799779978,0.017000169993952596
-977.7977797779778,0.017000169993952596
-977.5977597759776,0.017000169993952596
-977.3977397739774,0.017000169993952596
-977.1977197719772,0.017000169993952596
-976.997699769977,0.017000169993952596
-976.7976797679768,0.017000169993952596
-976.5976597659766,0.017000169993952596
-976.3976397639764,0.017000169993952596
-976.1976197619762,0.017000169993952596
-975.997599759976,0.017000169993952596
-975.7975797579758,0.017000169993952596
-975.5975597559756,0.017000169993952596
-975.3975397539754,0.017000169993952596
-975.1975197519752,0.017000169993952596
-974.997499749975,0.017000169993952596
-974.7974797479748,0.017000169993952596
-974.5974597459746,0.017000169993952596
-974.3974397439744,0.017000169993952596
-974.1974197419742,0.017000169993952596
-973.997399739974,0.017000169993952596
-973.7973797379738,0.017000169993952596
-973.5973597359736,0.017000169993952596
-973.3973397339734,0.017000169993952596
-973.1973197319732,0.017000169993952596
-972.997299729973,0.017000169993952596
-972.7972797279728,0.017000169993952596
-972.5972597259725,0.017000169993952596
-972.3972397239723,0.017000169993952596
-972.1972197219721,0.017000169993952596
-971.997199719972,0.017000169993952596
-971.7971797179717,0.017000169993952596
-971.5971597159717,0.027000269998966875
-971.3971397139715,0.027000269998966875
-971.1971197119713,0.027000269998966875
-970.997099709971,0.027000269998966875
-970.7970797079709,0.027000269998966875
-970.5970597059707,0.027000269998966875
-970.3970397039704,0.027000269998966875
-970.1970197019702,0.027000269998966875
-969.99699969997,0.027000269998966875
-969.7969796979698,0.027000269998966875
-969.5969596959696,0.027000269998966875
-969.3969396939694,0.027000269998966875
-969.1969196919692,0.027000269998966875
-968.996899689969,0.027000269998966875
-968.7968796879688,0.027000269998966875
-968.5968596859686,0.027000269998966875
-968.3968396839684,0.027000269998966875
-968.1968196819682,0.027000269998966875
-967.996799679968,0.027000269998966875
-967.7967796779678,0.027000269998966875
-967.5967596759676,0.027000269998966875
-967.3967396739674,0.027000269998966875
-967.1967196719672,0.027000269998966875
-966.996699669967,0.027000269998966875
-966.7966796679668,0.027000269998966875
-966.5966596659666,0.027000269998966875
-966.3966396639664,0.027000269998966875
-966.1966196619662,0.027000269998966875
-965.996599659966,0.027000269998966875
-965.7965796579658,0.027000269998966875
-965.5965596559656,0.027000269998966875
-965.3965396539654,0.027000269998966875
-965.1965196519652,0.027000269998966875
-964.996499649965,0.027000269998966875
-964.7964796479648,0.027000269998966875
-964.5964596459646,0.027000269998966875
-964.3964396439644,0.027000269998966875
-964.1964196419642,0.027000269998966875
-963.996399639964,0.027000269998966875
-963.7963796379638,0.027000269998966875
-963.5963596359636,0.027000269998966875
-963.3963396339634,0.027000269998966875
-963.1963196319632,0.027000269998966875
-962.996299629963,0.027000269998966875
-962.7962796279628,0.027000269998966875
-962.5962596259626,0.027000269998966875
-962.3962396239624,0.027000269998966875
-962.1962196219622,0.027000269998966875
-961.996199619962,0.027000269998966875
-961.7961796179618,0.027000269998966875
-961.5961596159616,0.027000269998966875
-961.3961396139614,0.027000269998966875
-961.1961196119612,0.027000269998966875
-960.996099609961,0.027000269998966875
-960.7960796079608,0.027000269998966875
-960.5960596059606,0.027000269998966875
-960.3960396039604,0.027000269998966875
-960.1960196019602,0.027000269998966875
-959.99599959996,0.027000269998966875
-959.7959795979598,0.027000269998966875
-959.5959595959596,0.027000269998966875
-959.3959395939594,0.027000269998966875
-959.1959195919592,0.027000269998966875
-958.995899589959,0.027000269998966875
-958.7958795879588,0.027000269998966875
-958.5958595859586,0.027000269998966875
-958.3958395839584,0.027000269998966875
-958.1958195819582,0.027000269998966875
-957.995799579958,0.027000269998966875
-957.7957795779578,0.027000269998966875
-957.5957595759576,0.027000269998966875
-957.3957395739574,0.027000269998966875
-957.1957195719572,0.027000269998966875
-956.995699569957,0.027000269998966875
-956.7956795679568,0.027000269998966875
-956.5956595659566,0.027000269998966875
-956.3956395639564,0.027000269998966875
-956.1956195619562,0.027000269998966875
-955.995599559956,0.027000269998966875
-955.7955795579558,0.027000269998966875
-955.5955595559556,0.027000269998966875
-955.3955395539554,0.027000269998966875
-955.1955195519552,0.027000269998966875
-954.995499549955,0.027000269998966875
-954.7954795479548,0.027000269998966875
-954.5954595459546,0.027000269998966875
-954.3954395439544,0.027000269998966875
-954.1954195419542,0.027000269998966875
-953.995399539954,0.027000269998966875
-953.7953795379537,0.027000269998966875
-953.5953595359535,0.027000269998966875
-953.3953395339533,0.027000269998966875
-953.1953195319531,0.027000269998966875
-952.995299529953,0.027000269998966875
-952.7952795279527,0.027000269998966875
-952.5952595259525,0.027000269998966875
-952.3952395239523,0.027000269998966875
-952.1952195219521,0.027000269998966875
-951.9951995199519,0.027000269998966875
-951.7951795179517,0.027000269998966875
-951.5951595159517,0.027000269998966875
-951.3951395139514,0.027000269998966875
-951.1951195119512,0.027000269998966875
-950.995099509951,0.027000269998966875
-950.7950795079508,0.027000269998966875
-950.5950595059506,0.027000269998966875
-950.3950395039504,0.027000269998966875
-950.1950195019502,0.027000269998966875
-949.99499949995,0.027000269998966875
-949.7949794979498,0.027000269998966875
-949.5949594959496,0.027000269998966875
-949.3949394939494,0.027000269998966875
-949.1949194919492,0.027000269998966875
-948.994899489949,0.027000269998966875
-948.7948794879488,0.027000269998966875
-948.5948594859486,0.027000269998966875
-948.3948394839484,0.027000269998966875
-948.1948194819482,0.027000269998966875
-947.994799479948,0.027000269998966875
-947.7947794779478,0.027000269998966875
-947.5947594759476,0.027000269998966875
-947.3947394739474,0.027000269998966875
-947.1947194719472,0.027000269998966875
-946.994699469947,0.027000269998966875
-946.7946794679468,0.027000269998966875
-946.5946594659466,0.027000269998966875
-946.3946394639464,0.027000269998966875
-946.1946194619462,0.027000269998966875
-945.994599459946,0.027000269998966875
-945.7945794579458,0.027000269998966875
-945.5945594559456,0.027000269998966875
-945.3945394539454,0.027000269998966875
-945.1945194519452,0.027000269998966875
-944.994499449945,0.027000269998966875
-944.7944794479448,0.027000269998966875
-944.5944594459446,0.027000269998966875
-944.3944394439444,0.027000269998966875
-944.1944194419442,0.027000269998966875
-943.994399439944,0.027000269998966875
-943.7943794379438,0.027000269998966875
-943.5943594359436,0.027000269998966875
-943.3943394339434,0.027000269998966875
-943.1943194319432,0.027000269998966875
-942.994299429943,0.027000269998966875
-942.7942794279428,0.027000269998966875
-942.5942594259426,0.027000269998966875
-942.3942394239424,0.027000269998966875
-942.1942194219422,0.027000269998966875
-941.994199419942,0.027000269998966875
-941.7941794179418,0.027000269998966875
-941.5941594159416,0.027000269998966875
-941.3941394139414,0.027000269998966875
-941.1941194119412,0.027000269998966875
-940.994099409941,0.027000269998966875
-940.7940794079408,0.027000269998966875
-940.5940594059406,0.027000269998966875
-940.3940394039404,0.027000269998966875
-940.1940194019402,0.027000269998966875
-939.99399939994,0.027000269998966875
-939.7939793979398,0.027000269998966875
-939.5939593959396,0.027000269998966875
-939.3939393939394,0.027000269998966875
-939.1939193919392,0.027000269998966875
-938.993899389939,0.027000269998966875
-938.7938793879388,0.027000269998966875
-938.5938593859386,0.027000269998966875
-938.3938393839384,0.027000269998966875
-938.1938193819382,0.027000269998966875
-937.993799379938,0.027000269998966875
-937.7937793779378,0.027000269998966875
-937.5937593759376,0.027000269998966875
-937.3937393739374,0.027000269998966875
-937.1937193719372,0.027000269998966875
-936.993699369937,0.027000269998966875
-936.7936793679368,0.027000269998966875
-936.5936593659366,0.027000269998966875
-936.3936393639364,0.027000269998966875
-936.1936193619362,0.027000269998966875
-935.993599359936,0.027000269998966875
-935.7935793579358,0.027000269998966875
-935.5935593559356,0.027000269998966875
-935.3935393539354,0.027000269998966875
-935.1935193519352,0.027000269998966875
-934.993499349935,0.027000269998966875
-934.7934793479347,0.027000269998966875
-934.5934593459345,0.027000269998966875
-934.3934393439345,0.027000269998966875
-934.1934193419343,0.027000269998966875
-933.9933993399341,0.027000269998966875
-933.7933793379339,0.027000269998966875
-933.5933593359337,0.027000269998966875
-933.3933393339335,0.027000269998966875
-933.1933193319333,0.027000269998966875
-932.993299329933,0.027000269998966875
-932.7932793279329,0.027000269998966875
-932.5932593259326,0.027000269998966875
-932.3932393239324,0.027000269998966875
-932.1932193219322,0.027000269998966875
